bvid,ctime,like,uname,message,rcount,data_source,sent_score,sentiment,intent,quality
BV1ryTC62EQQ,1783312682,845,王泓橙,哦，Ringo同志，能否提升一下更新频率，例如，一周七梗[doge][doge][doge],12,real,0.2691989239815885,负,提问,0.988
BV1AeMF68EBg,1783153120,884,歌者寒蜩,彪子，记得咱们小时候一块做星际战舰，不过长大了都忘了，你还会吧？,6,real,0.9969161480927907,正,提问,0.991
BV1AeMF68EBg,1783254128,513,国宝熊猫o,感觉做的没我妈专业,11,real,0.5091006673069615,中,陈述,0.602
BV1AeMF68EBg,1783154701,401,-幽遊白書-,那个年代虽然物资匮乏了些，老百姓手里没多少钱，但是老一辈人的动手能力简直就是逆了天了。,3,real,0.9930417723892686,正,陈述,0.934
BV1AeMF68EBg,1783271928,4685,巧赛巧,我很有发言权，我家门帘现在还有这种纸门帘，也有那种珠子串起来的门帘，都很好看。都是我妈妈做的[脸红],65,real,0.8914649852911753,正,陈述,1.0
BV1AeMF68EBg,1783174900,113,鲨鲨上浮中,这期的活是真狠[笑哭]这得干到猴年马月啊,5,real,0.13661632680934266,负,陈述,0.676
BV1AeMF68EBg,1783187122,5792,煎饼果子神教果篦老仙,古法拼豆[doge],9,real,0.44767845850986676,中,陈述,0.667
BV1AeMF68EBg,1783219517,2848,decemberlin,我家以前用的这种门帘，我还以为你做这种的，结果做这么高级的[哦呼],32,real,0.5215815818186234,中,陈述,1.0
BV1AeMF68EBg,1783237579,84,海斗大厨尬小糖,这up海外巨火，老外大半夜不睡觉就看他[笑哭],2,real,0.04900933542304564,负,陈述,0.705
BV1AeMF68EBg,1783153233,6219,日洒江澜,看见我用这么大钉子钉纱窗时的父亲,16,real,0.5283117564916393,中,陈述,0.767
BV1AeMF68EBg,1783355676,718,老谢大帅了,[tv_点赞][tv_点赞]看教程自己编的,18,real,0.9936784316032746,正,陈述,0.826
BV1VKTv6rEp2,1783414851,97,田野上的希望吧,国服不是有安全区模式吗？自己在安全区里纯种地养老，当休闲游戏玩就好了,0,real,0.9907515367719452,正,提问,0.832
BV1VKTv6rEp2,1783417624,99,有冇de人,上班没时间玩了，打算在安全区模式里养老，有没有一起在安全区建城、种田的,0,real,0.6359183253761627,正,提问,0.833
BV1VKTv6rEp2,1783415129,95,给我整雷了,玩法模式多挺好，放假有时间玩的时候进阶、挑战模式猛猛冲，上班没时间就安全区模式种种地休闲休闲，不冲突,0,real,0.9999671936131672,正,陈述,0.83
BV1VKTv6rEp2,1783418369,93,新事物新体验,上班党有福了，每天上线一小时，安全区里搜搜绿卡搓搓东西，不用怕家被偷光，想爽两把就去交战区逛一圈,0,real,0.0029460218237612468,负,陈述,0.829
BV1VKTv6rEp2,1783414419,99,根本不会早睡,国服有安全区模式啊，安全区里不能开火，纯建造不怕拆家还不够休闲吗,0,real,0.7097444013920582,正,陈述,0.833
BV1VKTv6rEp2,1783418136,97,心碎X无痕,打架、捡装备、偷别人家，之前看别人直播这样搞，是不是只用感受抄家的快乐，但我这样技术不够的还是先安全区模式多玩玩,0,real,0.9187787257933075,正,陈述,0.832
BV1VKTv6rEp2,1783414473,93,礼拜吧你,这游戏独狼相对要刚练一点，可以先安全区模式练练，说不定还能找到玩得来的，一起组队玩别的模式,0,real,0.9985611769434023,正,陈述,0.829
BV1VKTv6rEp2,1783418685,99,抬头别低头,失控进化难度划分挺明智的，终于不用所有人挤一个强度互相折磨，老玩家想高强度对线冲红卡就去进阶服，新手、枪马的、爱建家的在安全区慢慢玩,0,real,0.9998336735199634,正,陈述,0.833
BV1VKTv6rEp2,1783350396,97,淡漠闻竹,要知道之前只有外服的时候rust都让国内不少主播玩的昏天黑夜了，这下国服上了端手互通，我不仅可以白天手游发育，晚上电脑抄家，万一白天不能接触电脑被抄家了也可以紧急防御一下，这下国内soc游戏真的是大结局了,0,real,0.8821959473068648,正,提问,0.832
BV1VKTv6rEp2,1783416674,92,滇再,新手建议去安全区过渡，有大范围安全区可以不用交战纯建造生存,0,real,0.5591561365464062,中,建议,0.811
BV1WsTy6JEE8,1783242445,5463,一望二三里_,女巫嘛，我熟的呀。有一瓶解药和一瓶毒药。,52,real,0.8452934943025293,正,陈述,0.833
BV1WsTy6JEE8,1783242544,6186,李朋歌,一个从小被歧视的罗姆女孩，拼命想逃离女巫的身份，最后却发现离开传统她连饭都吃不上，只能回来求着学巫术。而她女儿的回答更扎心，我会听妈妈的。这句话简直像一面镜子，上一代人用一生反抗的东西，下一代人却自愿接过来，因为这是她们唯一看得见的出路。女巫王国再华丽，底色还是那个问题，当一个女孩不想再做女巫的时候，她真的有地方可以去吗[doge],35,real,0.9999994728304392,正,提问,1.0
BV1WsTy6JEE8,1783242180,745,KCN不是糖,百万支票系列终于更新了，非常喜欢怀古做的内容[大哭],10,real,0.9950076068892936,正,陈述,0.912
BV1WsTy6JEE8,1783244286,3781,kuvick,难不成仪式的费用主要根据雇主本身的财力以及涉及问题的复杂程度以及准备仪式的成本来决定的？所以没有什么一口价，因为每个仪式都是高定[辣眼睛],25,real,0.7652615951820134,正,提问,1.0
BV1WsTy6JEE8,1783242128,2718,-随便吧,好棒的调色和内容，喜欢这个系列像纪录片一样的质感,26,real,0.9990789559193942,正,夸奖,0.9
BV1WsTy6JEE8,1783242820,500,桃栀药药,历史上的女巫真的不是化学家来的吗？[doge_金箍][doge_金箍],11,real,0.9796159538830598,正,提问,0.95
BV1WsTy6JEE8,1783244195,373,寂寞泡面冷,如果这些女巫的运气不好，这仪式做完之后客户要求的事情没有达成，会不会收到差评[doge_金箍],16,real,0.1981599412461722,负,提问,0.929
BV1WsTy6JEE8,1783242271,1452,燃烧的塑料棚,最喜欢的系列之一竟然在我吃饭的时候更新，直接开吃😋,8,real,0.2731642223027395,负,陈述,0.917
BV1WsTy6JEE8,1783242380,1105,Genius蓝莓,五分钟前！超级喜欢怀谷的风格啊啊 算下来这个系列应该还能再出5～6期,15,real,0.9615527121217907,正,建议,1.0
BV1WsTy6JEE8,1783244279,418,Z___Z--,女巫自己真的相信魔法吗？,66,real,0.9928725247121349,正,提问,0.637
BV1ysTy6JE5u,1783343557,4774,RRRaikou,建议把图鉴语音改成弱智豆包[doge],75,real,0.19793389408855167,负,建议,0.817
BV1ysTy6JE5u,1783403929,843,3180ddf,这个视频不亚于当年的这个,5,real,0.6321769016893611,正,陈述,0.688
BV1ysTy6JE5u,1783423049,1102,很椰很椰的椰果,为什么不用这个？,46,real,0.3693910911319984,负,提问,0.633
BV1ysTy6JE5u,1783413632,106,哈气的祥子,up再早发几年播放量起码百万了[笑哭][笑哭][笑哭],2,real,0.9968099719159701,正,陈述,0.788
BV1ysTy6JE5u,1783472798,2,兰鲨FurryMW巨浪护卫舰,@巴-拿-马 @飞天1919 @涧族长老雾羽 @黑刃兽 @是诃鱼呀 @坤1588,2,real,0.9999865928800109,正,陈述,0.58
BV1ysTy6JE5u,1783345165,1261,西雪連OffichaI,放18年高低是每周必看[笑哭],8,real,0.8865658597395569,正,陈述,0.75
BV1ysTy6JE5u,1783402916,106,亲亲食品官方,原来我以前看的是盗版宝可梦[笑],9,real,0.5536316709458102,中,陈述,0.605
BV1ysTy6JE5u,1783397752,445,狂三的士道,我的童年啊😭,4,real,0.9161932331818383,正,陈述,0.541
BV1ysTy6JE5u,1783413241,90,为妳按下F键,赛富豪来了,1,real,0.6645037616567707,正,陈述,0.41
BV1ysTy6JE5u,1783414057,247,酪氨酸奶酪,再做几集吧,5,real,0.638075098310864,正,陈述,0.482
BV12zT16ZEVc,1783279411,391,棒氏赢学师从冥遗,"赢了的blg没流量
输了的桃啵有流量",12,real,0.9288070830497688,正,陈述,0.732
BV12zT16ZEVc,1783262784,477,华丽女大枪,被TES恶心到了，但是一想到LPL竟然无法阻止TES出线就更恶心了。,23,real,0.005012741829355627,负,陈述,0.947
BV12zT16ZEVc,1783273843,312,Wionth,赢了有掌声，输了有歌声，真有你的,2,real,0.3624964474341811,负,陈述,0.683
BV12zT16ZEVc,1783260549,513,Ki丶Koo,BLG真的是太耍大牌了，这种队伍真的太过于高调了，出国打个msi居然还带个乐队。。,9,real,0.702395289003594,正,吐槽,0.952
BV12zT16ZEVc,1783318102,189,所长别开枪又是我,输完G2大伙儿还在逐帧分锅呢，结果转头输越南，大伙都沉默了，然后笑了[doge],3,real,0.9695985489232632,正,陈述,0.88
BV12zT16ZEVc,1783302171,197,紫言柬不想说话,TES是什么顶级男团组合吗？为什么每个赛季都有传唱度这么高的单曲发行啊[思考]。,4,real,0.9848530381511587,正,提问,0.883
BV12zT16ZEVc,1783431752,7,路過許可,"可惡，這首我覺得是最好聽的滔博金曲
播放怎麼才一百多萬[热]",1,real,0.07769709102857736,负,陈述,0.65
BV12zT16ZEVc,1783343401,292,不是反应慢是不吃晃,值得注意的是，滔搏赢了一小局，也就是说，保留了下次继续创造新历史的可能性,8,real,0.9311344734352698,正,陈述,0.911
BV12zT16ZEVc,1783293381,91,萌新接待,我已经爱上滔博被外卡抽了，这种感觉无与伦比,3,real,0.7453955615156522,正,陈述,0.677
BV12zT16ZEVc,1783272140,5521,135柒,"某种程度来说，超越tes、Jack的大满败记录的难度可能仅次于Faker的六冠王。
毕竟六冠王只要一直强就可以了。
而究极大满败，要非常稳定的强，能够进各种各样的世界赛，然后还要非常的菜，不管谁来都能踹两脚。[微笑]",65,real,0.9999967309706785,正,陈述,1.0
BV14oMT6dEyF,1783306525,103,林清枫ヾ,人生第一台手术图中意识清醒，意识到医生在拿电钻钻骨，啪嗒一下血溅在脸上，还有叮叮当当拿锤子敲打，感觉到肢体被拉扯的动作。后面又睡过去了，起来后我问医生，你们手术室里面都这么暴力吗？还有电钻锤子，这话给那个医生吓一跳[笑哭],2,real,0.9974277200658269,正,提问,0.836
BV14oMT6dEyF,1783263484,133,吃牛杂的亲王酱,两个月前腿骨折了，做全麻打钉子，麻醉师给我把面罩扣上了，我还跟我边上的主刀医生聊天呢，说最近网上有这个吸了麻醉能数几下才昏过去的挑战，我临昏过去之前，只看到医生轻蔑一笑。再有意识的时候，我感觉自己在千星奇域里，玩看身体部位猜角色的游戏，我还搁那喊“这是温迪，那是九条！”的时候，就听有人喊我“醒一醒，别温迪了！”，然后我就醒了，看到已经出手术大厅家属接人往病房推了。太社死了。,9,real,0.2004532286288745,负,陈述,0.854
BV14oMT6dEyF,1783212526,181,IM星闪,我记得当时割包皮的时候，是拿针来扎那个麻醉剂的，好像。然后差不多就灌了两秒钟，然后就睡下去了,33,real,0.12288174853549738,负,陈述,0.877
BV14oMT6dEyF,1783260311,445,中东第一跑男,来一张,10,real,0.34289617486338797,负,陈述,0.491
BV14oMT6dEyF,1783268403,93,the鸭脖,我小时候摔到额头做过全麻。因为全麻的时候你其实已经“死过一遍”了，所以不会有任何感觉。没有任何感觉是什么感觉呢？差不多等于时间穿越。想象你倒数321闭眼再睁眼，时间过去了一个小时，就这样。这中间不会有任何想法、不会有睡着的感觉，不会有任何梦，就是纯粹的闭眼再睁眼就是一小时后了。,3,real,0.7394979954343428,正,提问,0.829
BV14oMT6dEyF,1783312602,42,杨凌爱追小雨,这就不得不提有一个哥们手术前一天熬夜玩电脑，麻醉以后，过了时间还没起，他倒是睡爽了，麻醉师可是脸黑了[笑哭][笑哭],1,real,0.9414026450801394,正,陈述,0.772
BV14oMT6dEyF,1783221588,108,烟雨倾城2,有次去做眼睛手术，要用针缝合巩膜。开始打了一针，医生刚刺上来我说疼。然后打了第二针。结果第二针打了还是疼。然后又打了第三针。结果还是疼。但是我当时都不好意思了，就没说了。忍着疼做完手术[笑哭],8,real,0.91471218474904,正,吐槽,0.84
BV14oMT6dEyF,1783321638,176,M8七_,我好像沾点麻药耐性，21年做手术不知道什么时候，突然有一点点意识了，能感受到疼痛和无法呼吸，然后就听见了旁边很大一声“woc”，再然后我就又没有意识了，醒来已经在病房了，真的疼死我了[大哭],7,real,0.9378865696820692,正,陈述,0.875
BV14oMT6dEyF,1783214823,2208,B战的战地,"局麻做到一半后的我：
麻醉师：我曾经有一份工作",41,real,0.6919603592185484,正,陈述,0.883
BV14oMT6dEyF,1783258707,44,人穷脸丑y,"全麻，和麻醉医生吹了半个小时水才失去意识。
手术一半醒了，和主刀（我老师）讲我醒了，电钻太吵，又被麻翻继续。
整个过程自我感觉犹如宿醉。
本人也是医学狗。
由于恐惧，术前收缩压180。
术后装硬汉不用镇痛，（挂完抗生素当天就溜回家了）痛到两天两夜睡不着，吃了颗曲马多瞬间放松，睡了12小时。
所谓术中知晓，完全不像网上吹的那么恐怖，就是宿醉的感觉，并且相比宿醉还不上头（不头疼，不口渴）就是水挂多了尿多。",4,real,2.7581568388779232e-05,负,陈述,0.775
BV1HBMF6dEcN,1783158639,1085,枉自说书,看到沃齐尼亚用命根子极限挡球时后眼神清澈的梅西：,6,real,0.7522361851935748,正,陈述,0.9
BV1HBMF6dEcN,1783152207,1181,砥砺深耕履践致远,以后再有人给国足找理由说什么国内没有足球土壤、足球运动员稀少，就把佛得角甩他脸上[呲牙],47,real,0.0035748088176640325,负,陈述,1.0
BV1HBMF6dEcN,1783169611,929,只是一个路人jpg,西班牙：我还以为是我敏感了，直到看完大家的分析，我想说我当时确实不舒服,1,real,0.9963666492521914,正,陈述,0.995
BV1HBMF6dEcN,1783175804,642,屑雷龙是只鸽子,佛得角这一次世界杯打了三个世界冠军[笑哭],8,real,0.9942332681916971,正,陈述,0.818
BV1HBMF6dEcN,1783167560,953,琰柩玖,阿根廷这边抽筋的抽筋，流血的流血，拼死用蛋🥚挡球的都来了[笑哭]这一局元气大伤，下一局不知道能不能恢复的过来[笑哭]比看热血动漫还热血,6,real,0.9992087124895741,正,陈述,0.997
BV1HBMF6dEcN,1783169450,529,但是，不好吧,这场比赛，比上一届踢法国还累。。我真服了，，佛得角要不是遇到阿根廷，，可以前八。,7,real,0.30747954709808434,负,陈述,0.954
BV1HBMF6dEcN,1783168766,357,想要成为索拉尔,西班牙：我真不是区啊，你们相信我啊！,3,real,0.7717445310638196,正,陈述,0.726
BV1HBMF6dEcN,1783164958,3052,白胡椒茄,梅西看见人墙没搭好都没进的角球时,37,real,0.3928421142999081,负,陈述,0.767
BV1HBMF6dEcN,1783263159,257,真是偷税啊,沃齐尼亚现在真实概念神了吧，之前比赛根本无人关心，世界杯表现超神后就退役，无敌了[喜极而泣][喜极而泣],1,real,0.9988365993661814,正,陈述,0.902
BV1HBMF6dEcN,1783219770,265,会游泳的鸭梨,"以前你沃叔说过，他的梦想就是扑到梅西的球
现在反过来了，牢梅的梦想就是进一次你沃叔的定位球",2,real,0.9998969646842082,正,陈述,0.904
BV15GTt6WETa,1783089457,875,萧季,童年呀，当时结局父子俩走向天空看完了感觉很伤感。,5,real,0.9999999931696415,正,陈述,0.89
BV15GTt6WETa,1783221252,3205,大飞鹏鹏,《父与子》漫画作者卜劳恩和儿子,5,real,0.9985999810745508,正,陈述,0.75
BV15GTt6WETa,1783162783,1226,kirakiradaze,怀念着我们的过去，怀念着我们的童年，致在最黑暗下的时代里最温暖的人性之光,6,real,0.9999937899477084,正,陈述,1.0
BV15GTt6WETa,1783121655,24264,红烧清蒸猪肘子,至今忘不了这个结局,164,real,0.8978979157181389,正,陈述,0.65
BV15GTt6WETa,1783212551,3142,小唐喜欢收尾人,对比最鲜明的一集[笑哭],17,real,0.968789296564723,正,陈述,0.7
BV15GTt6WETa,1783094820,5366,全部成为s,快发外网去吧，别到时候被人先发了，真的是很优秀的图片,26,real,0.8938945291287647,正,陈述,0.933
BV15GTt6WETa,1783166986,3061,考研竞赛青柚,悲伤,29,real,0.9803921568627451,正,陈述,0.533
BV15GTt6WETa,1783093268,915,SGA_sans,这个视频就像是,2,real,0.65976060732893,正,陈述,0.61
BV15GTt6WETa,1783133912,852,SYSTEM-LMR-RAZSS,[支持],11,real,0.626712328767123,正,陈述,0.555
BV15GTt6WETa,1783082374,4101,-雨天鱼TANG-,🤓👆,30,real,0.5,中,陈述,0.533
BV1h5QaY5EaH,1783012120,132990,剪刀布娃娃,2026-7-03凌晨0.00现已部署重生坐标↓,3460,real,0.7621389499679271,正,陈述,0.9
BV1h5QaY5EaH,1757977696,139881,木马转着,时间会证明突然的陀螺的含金量,5630,real,0.780446228192712,正,陈述,0.733
BV1h5QaY5EaH,1783101413,76787,加速了加速了,2026-7-5现已部署重生坐标↓（越南 vs TES你们知道吗[微笑]）,2749,real,0.9360973746855102,正,陈述,1.0
BV1h5QaY5EaH,1762077021,128548,蔚蓝边际,2000w播放在这样的节点达成吗，也是气笑了[tv_笑哭]大概率不会出滔搏新视频了，大家就听这个吧,4696,real,0.923196619088249,正,陈述,1.0
BV1h5QaY5EaH,1760761566,45168,幸存者xxx_,TES真得感谢《突然的陀螺》，不然现在弹幕上飘过的就不只是 听见你说 这么简单了。,86,real,0.7287914691399865,正,陈述,1.0
BV1h5QaY5EaH,1761966260,51808,华山令狐冲冲,一部优秀的作品，是会给予观众，在不同时间不同地点的不同感受,314,real,0.99885026030166,正,陈述,0.983
BV1h5QaY5EaH,1762152310,78377,鱼幼薇不养鱼养猫,"这首歌救了滔博，没有这首歌的解构，滔博不知道还要挨多少骂，自从出了这首歌，大伙都把滔搏当谐星了，赢了皆大欢喜，输了逗大伙一乐
关键滔博还真的宠粉，经常逗大伙开心",193,real,0.037626179963074935,负,陈述,1.0
BV1h5QaY5EaH,1783224607,34961,巴黎之北,"2026-7-05中午12:00现已部署重生坐标↓
目前滔博0-1TSW，最后滔博2-3TSW，不怕时空警察[微笑]",1829,real,0.3585314202445655,负,陈述,1.0
BV1h5QaY5EaH,1763697012,23218,风柯不吟,明年还能回顾，这就是神曲,910,real,0.9978569823317561,正,陈述,0.7
BV1h5QaY5EaH,1780922695,24136,王王王王王zz,3275.4，记录一下，到时候看14号多少[脱单doge]之后的msi又能涨多少,2783,real,0.6400766018365383,正,提问,1.0
BV1PoTQ6rEqA,1783366462,859,猫六师傅,你和审核但凡有一个是人我也不至于看到这种似[喜极而泣],6,real,0.03572671146155981,负,陈述,0.939
BV1PoTQ6rEqA,1783391533,91,自闭的9,@极品抑郁小壆生 我好不容易拿到手机……刚打开哔站就给我骂了一顿。。。啥意思嘛,2,real,0.14900909460890122,负,陈述,0.827
BV1PoTQ6rEqA,1783419696,1804,大李子-2,[笑哭],5,real,0.8338411492373967,正,陈述,0.567
BV1PoTQ6rEqA,1783421843,108,誒谛Q_Q,木叶村村歌,3,real,0.655813581010053,正,陈述,0.423
BV1PoTQ6rEqA,1783392768,407,想念琳的带土,这不是我们木叶村的顺口溜吗？,3,real,0.49934631020019205,中,提问,0.668
BV1PoTQ6rEqA,1783350198,18585,假装偶遇,豆包豆包，帮我把声音替换为钉宫理惠,340,real,0.24197916420800547,负,陈述,0.783
BV1PoTQ6rEqA,1783415331,1871,安迷修l,[香奈美·追寻那道光 应援装扮_比心],17,real,0.9856554516634579,正,陈述,0.817
BV1PoTQ6rEqA,1783412990,105,l福生玄黄天尊l,豆包豆包，给我把背景换成木叶村村民[笑哭],6,real,0.9860296451228461,正,陈述,0.688
BV1PoTQ6rEqA,1783439733,3,小萱baby啊,@雾yz1 @逾歾 @心水秋梦 @航星-北海,0,real,0.9999618714199577,正,陈述,0.467
BV1PoTQ6rEqA,1783438664,73,是闪电啊qiu,感觉日语骂人杀伤力好低啊[笑哭]我这种玻璃心的都看笑了,11,real,0.6679885790254801,正,陈述,0.761
BV1aGT26KE7g,1783334066,6014,taki超有梗,上班之后终于懂章鱼哥为什么半死不活的了,28,real,0.04087987906474766,负,提问,0.817
BV1aGT26KE7g,1783331546,1883,不同寻常的鸟,以前的你上哪去了？,4,real,0.4869103343988235,中,提问,0.65
BV1aGT26KE7g,1783272481,5173,夜燃光,和海绵宝宝之类的不同，看强哥是真的深有感触，尤其是强哥这半死不活的样子[笑哭],69,real,0.9599422901910684,正,陈述,1.0
BV1aGT26KE7g,1783419976,507,HL-Reginald,毕业是什么感觉呢？,2,real,0.7320610128947989,正,提问,0.601
BV1aGT26KE7g,1783388409,91,残血的名字,之前看有人说海绵宝宝跟强哥很像，但我说真的，海绵宝宝热爱自己现状的生活，有好朋友，有稳定的工作，有生活的保障，更重要的是，海绵宝宝是有棱角的，而你强哥被磨的跟个水煮蛋没区别了,3,real,0.9999980842754035,正,陈述,0.827
BV1aGT26KE7g,1783404616,60,繁华唱遍_,条件没这么好，光头强有自己的车还有一套房呢😭,3,real,0.7275900726339138,正,陈述,0.664
BV1aGT26KE7g,1783338605,1431,漆黑夹克衫,以为强哥会倒，做了受力分析后才知道不会倒,14,real,0.5546507638014696,中,陈述,0.833
BV1aGT26KE7g,1783316603,399,psj四目道长,"两点一线的生活，总会出现转机
有可能就在“明天”",3,real,0.7115021258220335,正,陈述,0.834
BV1aGT26KE7g,1783345401,75,一只N_,他似乎是为数不多的死去后没有被大范围恶搞的名人,6,real,0.44366831504196,中,陈述,0.697
BV1aGT26KE7g,1783395564,412,クリスマス,和房梁表白了，她一直吊着我，我脸红红的，感觉是恋爱了,7,real,0.651252204859604,正,夸奖,0.869
BV1mwMc6uEdX,1783223994,231,Sgt_Chang,我去，第一次看ai剧，剧情全靠旁白，无演技无逻辑转场运镜一坨，但看得津津有味[吃瓜],11,real,0.9987698319492864,正,陈述,0.894
BV1mwMc6uEdX,1783259112,262,阡陌书笙oh,难怪现在电影行业没落了，这AI拍的比大多数电影好看多了，这盛世真如冯导所愿，没有人为你的垃圾电影买账喽[鼓掌][打call],12,real,0.9970646982927557,正,陈述,0.903
BV1mwMc6uEdX,1783299879,49,瑞克格莱姆斯警长,我去，凭什么你们可以一集一集追，而我只能刷到了合集，那我只好勉为其难的看合集了[呲牙],1,real,0.03930370993339116,负,陈述,0.783
BV1mwMc6uEdX,1783258378,50,PAIMON-派蒙,你不换，一样暴露。因为只有啥都不缺的人才没有交易的意愿。,2,real,0.00913386210095879,负,陈述,0.751
BV1mwMc6uEdX,1783272419,2214,炫了这碗干拌面,这视频避开了末世题材文化作品中的社会达尔文主义、勾心斗角和强行降智三大毒点。光是这个就已经超过了B站99%的同类视频。太强了[支持],36,real,0.9629654044399327,正,夸奖,1.0
BV1mwMc6uEdX,1783260084,82,PAIMON-派蒙,这个片子居然是难得的没有异能，没有狗血爽剧情节还有正能量的[鹿鸣_害羞],2,real,0.9995656176479256,正,陈述,0.82
BV1mwMc6uEdX,1783259803,88,唐家暮色,现在ai是初级阶段，最高15s，很多画面和剧情看起来不连贯，等算力够了能生成30s或者60s视频，所有演员都要失业，只能靠卖脸赚版权费,15,real,0.16983123174208126,负,陈述,0.825
BV1mwMc6uEdX,1783204649,1502,Reecavi学院派,感到无比的惊叹，ai时代居然只需要一个人就能创作出完成度如此高的末日电影，而且看的时候几乎没有那种突兀的“AI感”，就连丧尸的塑造都比寻常电影更有压迫感，up实在是太厉害,23,real,0.9998467034672781,正,夸奖,1.0
BV1mwMc6uEdX,1783228250,3055,智慧电影了凡四训传家,我是一集一集追完的，你们不许看[大哭][大哭][大哭],75,real,0.979637061994016,正,陈述,0.95
BV1mwMc6uEdX,1783330615,83,许我一生无敌,老周太狠了，单人末日跑商，搁游戏里起码是个英雄级单位,2,real,0.5813457503119039,中,陈述,0.754
BV14tMw63E6E,1783307673,4315,Steam果-三角洲行动,我去豆包上都有名了😱,18,real,0.3525487994968798,负,陈述,0.667
BV14tMw63E6E,1783267010,2848,マルコ_马高,加油，有机会过来跑比赛啊。 [doge],11,real,0.9865585024136219,正,陈述,0.833
BV14tMw63E6E,1783177776,2632,小派ETD,帅的兄弟帅的[doge],17,real,0.9873441132150506,正,陈述,0.7
BV14tMw63E6E,1783255040,2419,大航海首席乘客,參加一次比賽都可以買我這台車了[笑哭],44,real,0.8411828492385479,正,陈述,0.817
BV14tMw63E6E,1783264678,1858,芷灵幽,对嘛对嘛，这样的做出成绩了谁怀疑你啊（最近看了那些初中生高中生做火箭的降智新闻有感而发），哪像其他“天才少年”，这才是有实力[笑哭]加油兄弟！,8,real,0.9997434334999322,正,陈述,1.0
BV14tMw63E6E,1783255980,765,_YMJ_q,16岁跑F4说实话有些晚,76,real,0.16822822070796606,负,陈述,0.681
BV14tMw63E6E,1783310526,690,感性电池盒,67,10,real,0.2500000000000001,负,陈述,0.507
BV14tMw63E6E,1783162409,489,岑鬼鬼,小蓝是不是开头也蹭到别人后轮了[doge],7,real,0.8970060361064587,正,陈述,0.798
BV14tMw63E6E,1783245687,421,我爱玩mono,多年后f1又会有个中国车手（猜的）,27,real,0.8086463243376644,正,陈述,0.721
BV1pvMF6ZEYG,1783159732,125,Ehviewern,抖音有人偷你视频，还没标注原作者是谁，这视频都31.4w赞了,3,real,0.5195277569416723,中,陈述,0.85
BV1pvMF6ZEYG,1783470471,3,阿斯达姬,确实，果贷把男的拒之门外是有原因的，盖巴不得你把视频发出去,0,real,0.7532071746520058,正,陈述,0.584
BV1pvMF6ZEYG,1783258207,35,54088870,你是在瞎掰什么東西啊，是喝多了還是嗑了藥，TMD 搖搖領先。,1,real,0.8632984268356697,正,陈述,0.759
BV1pvMF6ZEYG,1783442010,4,瑟莉莎莎,@必叫伱大敗而归 @浅黄鸭鸭 @桜の鱼 @地上躺着一只小龙虾 @天才咸鱼 @zsygt @蓬莱凯风快晴 @小狗球球吃大鱼 @十暗刻 @七色花-,0,real,0.9405112897424187,正,陈述,0.616
BV1pvMF6ZEYG,1783192345,1522,rukijumn,這是我唯一了解台灣的方式,13,real,0.3543067069452127,负,陈述,0.7
BV1pvMF6ZEYG,1783219556,3289,猩猩胸毛,《给阿嬷的判决书》[doge],18,real,0.7085923308003611,正,陈述,0.75
BV1pvMF6ZEYG,1783248507,357,yee手龍,開幕一看到這校門口就沒繃住，這學校正好是我學校，杰哥那部教育片真是在我們這拍的[笑哭],10,real,0.5115336096870297,中,陈述,0.926
BV1pvMF6ZEYG,1783247264,415,bili_29425379885,請繼續更新，這是我了解台灣唯一的途徑,14,real,0.43357554355139016,中,陈述,0.736
BV1pvMF6ZEYG,1783334773,229,阿漂不想睡大街,吃瓜吗？各位,11,real,0.5,中,提问,0.494
BV1pvMF6ZEYG,1783223257,244,哈氣騎士,其實台灣學校附近是不能開網咖的,40,real,0.025982850771233745,负,陈述,0.648
BV1mtTD6rEtQ,1783307223,1296,秋慕晴哦,秧秧的共鸣能力可以做到还原频率，那这个能力往后面进化会不会可以作用到整个索拉里斯上😕,67,real,0.9549635083325245,正,陈述,1.0
BV1mtTD6rEtQ,1783307639,4008,扌㐌盐症患者,御三家全在这了,57,real,0.16569902041469053,负,陈述,0.617
BV1mtTD6rEtQ,1783307091,1550,予辉不予尘,新人上路啦，祝各位平平安安健健康康快快乐乐呀[给心心],63,real,0.9880352775412221,正,陈述,0.95
BV1mtTD6rEtQ,1783306942,1543,彩虹酱哇,秧秧好美好美！[鸣潮2周年同人绘画_对的][鸣潮2周年同人绘画_看你],28,real,0.9991089722003385,正,陈述,1.0
BV1mtTD6rEtQ,1783307948,1554,明朗大树根,我准备好了[鸣潮2周年同人绘画_我有个想法][鸣潮2周年同人绘画_我有个想法][鸣潮2周年同人绘画_我有个想法],66,real,0.9999624136873791,正,陈述,1.0
BV1mtTD6rEtQ,1783307183,1232,等宵中,究竟什么剧情能逼出来漂泊者的四相之力,32,real,0.9865397717417019,正,陈述,0.8
BV1mtTD6rEtQ,1783308416,772,不乐得,大的要来了[鸣潮群星交错集_喝饮料],28,real,0.9222408472039755,正,陈述,0.781
BV1mtTD6rEtQ,1783307129,767,清乐不卡,新残星会反派要登场了？我感觉这个乌鸦不是克里斯托弗。,43,real,0.6212807613513471,正,提问,0.914
BV1mtTD6rEtQ,1783306841,741,素素です,大的，我等到了！,49,real,0.5319597284008428,中,陈述,0.612
